startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
LafaLafa,Coupons And Cashback Aggregator App,,Mumbai,500 Startups,Seed Funding,125000.0,2015-09-21,early_2015_2019,2015,Other
Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,2015-09-22,early_2015_2019,2015,Other
Virtual Logic,"Virtual Reality, 3D Simulation And Stereoscopic Products",,Bangalore,Swarnim Multiventures,Private Equity,800000.0,2015-09-22,early_2015_2019,2015,Other
Furdo,Online Interior Designing Platform,,Bangalore,Bhavdeep Reddy,Seed Funding,400000.0,2015-09-22,early_2015_2019,2015,Other
LogiNext,End-To-End Logistics Platform,,Mumbai,Paytm,Private Equity,10000000.0,2015-09-22,early_2015_2019,2015,Other
Korra,Private Label Apparel Sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,2015-09-22,early_2015_2019,2015,Other
SilverPush,Cross-Device Retargeting Platform,,Gurgaon / Sfo,M&S Partners,Private Equity,1200000.0,2015-09-23,early_2015_2019,2015,Other
Juggernaut,Digital & Physical Publishing Platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,2015-09-23,early_2015_2019,2015,Other
InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,2015-09-23,early_2015_2019,2015,Other
Quintype,Data Driven Publishing Platform,,Bangalore,Raghav Bahl,Private Equity,3300000.0,2015-09-24,early_2015_2019,2015,Other
Capabiliti,Employee Onboarding & Orientation Platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,2015-09-24,early_2015_2019,2015,Other
Fourth Partner Energy,Solar Power Solutions Company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,2015-09-24,early_2015_2019,2015,Other
Licious,Online Meat Ordering Platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,2015-09-24,early_2015_2019,2015,Other
Ola Cabs,Cab Booking App Platform,,Bangalore,Didi Kuaidi,Private Equity,30000000.0,2015-09-28,early_2015_2019,2015,Other
Paytm,E-Commerce & M-Commerce Platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,2015-09-29,early_2015_2019,2015,Other
Inmobi,Mobile Advertising Platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,2015-09-29,early_2015_2019,2015,Other
Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,2015-09-29,early_2015_2019,2015,Other
Zakoopi,Fashion Discovery Platform,,New Delhi,Uniqorn Ventures,Seed Funding,350000.0,2015-09-29,early_2015_2019,2015,Other
Infoworks,Big Data Management Platform,,Bangalore / Usa,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,2015-09-30,early_2015_2019,2015,Other
RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,1000000.0,2015-09-30,early_2015_2019,2015,Other
Eywa Media,Digital Signal Processing Platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,2015-09-30,early_2015_2019,2015,Other
Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,2015-08-01,early_2015_2019,2015,Other
Ressy,Restaurant Discount App,,Pune,Mohandas Pai & others,Seed Funding,400000.0,2015-08-01,early_2015_2019,2015,Other
Connect India,Ecommerce Logistics Provider,,New Delhi,Aavishkaar,Private Equity,5000000.0,2015-08-03,early_2015_2019,2015,Other
Oyorooms,Budget Hotel Accommodation Brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,2015-08-03,early_2015_2019,2015,Other
Wizrocket,User Engagment & Analytics Platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,2015-08-03,early_2015_2019,2015,Other
Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,2015-08-04,early_2015_2019,2015,Other
Grex,Fund Raising Platform For Startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015-08-05,early_2015_2019,2015,Other
LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,2015-08-05,early_2015_2019,2015,Other
Zo Rooms,Online Budget Hotel Chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015-08-05,early_2015_2019,2015,Other
Doormint,Hyperlocal Handyman Services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015-08-05,early_2015_2019,2015,Other
NightStay,Hotel Booking App,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015-08-05,early_2015_2019,2015,Other
Sunday Realty Solutions,Tech Platform For Property Brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015-08-05,early_2015_2019,2015,Other
Appvigil,App Security\\Xc2\\Xa0 Testing Platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015-08-06,early_2015_2019,2015,Other
practo,Doctor Appointment Booking App,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015-08-06,early_2015_2019,2015,Other
Ketto,Crowd Funding Platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015-08-06,early_2015_2019,2015,Other
Ezetap,Mobile Based Pos Solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015-08-06,early_2015_2019,2015,Other
Carl\\xe2\\x80\\x99s Jr,Fast Food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,2015-08-07,early_2015_2019,2015,Other
EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015-08-07,early_2015_2019,2015,Other
MyTaxiIndia,Taxi Rental Platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015-08-10,early_2015_2019,2015,Other
eSadar,Ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015-08-10,early_2015_2019,2015,Ecommerce
MyPoolin,Mobile Social Network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,2015-08-10,early_2015_2019,2015,Other
NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,16000000.0,2015-08-10,early_2015_2019,2015,Other
Inkmonk,Online Printing Marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,2015-08-10,early_2015_2019,2015,Other
ToneTag,Mobile Payment Software Platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,2015-08-10,early_2015_2019,2015,Other
Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015-08-10,early_2015_2019,2015,Other
Livspace,Home Design & D\\Xc3\\Xa9Cor Solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015-08-11,early_2015_2019,2015,Other
WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000.0,2015-08-11,early_2015_2019,2015,Other
RainCan,Subscription Based Online Grocery Platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015-08-11,early_2015_2019,2015,Other
Allygrow Technologies,Engineering Services Company,,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015-08-11,early_2015_2019,2015,Other
Infogain,Business And It Consulting,,New Delhi / Us,ChrysCapital,Private Equity,63000000.0,2015-08-11,early_2015_2019,2015,Other
OneAssist,Credit Card Fraud Protection Solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015-08-12,early_2015_2019,2015,Other
BigBasket,Online & Mobile Grocery Store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,2015-08-12,early_2015_2019,2015,Other
Sheroes,Career Community For Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015-08-12,early_2015_2019,2015,Other
Scripbox,Mutual Fund Investing Platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015-08-12,early_2015_2019,2015,Other
etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0,2015-08-13,early_2015_2019,2015,Other
IFMR Holdings,Financial Inclusion Platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,2015-08-13,early_2015_2019,2015,Other
Agrostar,Mobile Commerce For Farmers,,Pune,IDG Ventures,Private Equity,4000000.0,2015-08-13,early_2015_2019,2015,Other
VoxWeb,Picture Based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,2015-08-14,early_2015_2019,2015,Other
Trukky,Logistics Service Platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,2015-08-14,early_2015_2019,2015,Other
Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,2015-08-17,early_2015_2019,2015,Other
Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,2015-08-17,early_2015_2019,2015,Other
ShadowFax,On-Demand Delivery Service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,2015-08-17,early_2015_2019,2015,Other
Roposo,Fashion Discovery Platform,,Gurgaon,Tiger Global,Private Equity,15000000.0,2015-08-18,early_2015_2019,2015,Other
IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,2015-08-18,early_2015_2019,2015,Other
HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,2015-08-18,early_2015_2019,2015,Other
Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000.0,2015-08-18,early_2015_2019,2015,Other
TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning Services",,Mumbai,Unilazer Ventures,Private Equity,2400000.0,2015-08-19,early_2015_2019,2015,Other
MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000.0,2015-08-19,early_2015_2019,2015,Other
LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,156000.0,2015-08-20,early_2015_2019,2015,Other
Flatpebble,Online Marketplace For Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000.0,2015-08-20,early_2015_2019,2015,Other
Bluegape.com,Visual Blogging Platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,2015-08-20,early_2015_2019,2015,Other
ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,2015-08-21,early_2015_2019,2015,Other
Jolly Food Fellow,Food Customer Analytics Platform,,Ahmedabad,The 1947,Seed Funding,300000.0,2015-08-24,early_2015_2019,2015,Other
BookMeIn,Professional Service Appointment Booking Service,,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,2015-08-24,early_2015_2019,2015,Other
Qyk App,On-Demand App Based Professional Service Provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015-08-25,early_2015_2019,2015,Other
EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,2015-08-25,early_2015_2019,2015,Other
RevX,Cross-Channel Crm Platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,2015-08-25,early_2015_2019,2015,Other
ICustomMadeIt,Professional Custom Creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,250000.0,2015-08-25,early_2015_2019,2015,Other
PickMyLaundry,On-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,100000.0,2015-08-26,early_2015_2019,2015,Other
Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,2015-08-26,early_2015_2019,2015,Other
FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,2015-08-26,early_2015_2019,2015,Other
Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,2000000.0,2015-08-28,early_2015_2019,2015,Other
RollMafia,Qsr Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015-08-28,early_2015_2019,2015,Other
DropKaffe,Online Coffee Delivery Platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,2015-08-31,early_2015_2019,2015,Other
Reverie,Language Localization Cloud Platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015-08-31,early_2015_2019,2015,Other
Cloudcherry Analytics,Crm / Analytics Platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015-07-01,early_2015_2019,2015,Other
NxtGen,It Infrastructure & Data Center Services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015-07-01,early_2015_2019,2015,Other
BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015-07-02,early_2015_2019,2015,Other
Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,5000000.0,2015-07-02,early_2015_2019,2015,Other
Zenatix,Internet Of Things Platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015-07-02,early_2015_2019,2015,Other
CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,6500000.0,2015-07-03,early_2015_2019,2015,Other
Gingercrush,Custom Merchandize Platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015-07-03,early_2015_2019,2015,Other
Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015-07-04,early_2015_2019,2015,Other
Paper Boat,Ethnic Beverages Manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015-07-06,early_2015_2019,2015,Other
Wudstay,Budget Accommodation Aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015-07-07,early_2015_2019,2015,Other
Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015-07-07,early_2015_2019,2015,Other
Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015-07-08,early_2015_2019,2015,Other
Flytxt,Big Data & Analytics Platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015-07-08,early_2015_2019,2015,Other
Axtria,Big Data & Analytics Platform,,India / Us,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015-07-08,early_2015_2019,2015,Other
33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,20000.0,2015-07-08,early_2015_2019,2015,Other
Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015-07-08,early_2015_2019,2015,Other
Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,7500000.0,2015-07-08,early_2015_2019,2015,Other
Lendingkart,Online Finance Lending Platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015-07-08,early_2015_2019,2015,Other
Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015-07-08,early_2015_2019,2015,Other
Zoomcar,Self-Driven Vehicle Rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015-07-08,early_2015_2019,2015,Other
MySmartPrice,Online Comparison Engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015-07-14,early_2015_2019,2015,Other
Boxmyspace,Physical Storage Warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,2015-07-14,early_2015_2019,2015,Other
HackerRank,Tech Recruitment Platform,,Bangalore,HR Technology fund,Private Equity,7500000.0,2015-07-14,early_2015_2019,2015,Other
WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,790000.0,2015-07-14,early_2015_2019,2015,Other
WoWexpress,Tech Enabled Logistics Platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015-07-14,early_2015_2019,2015,Other
Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,2015-07-15,early_2015_2019,2015,Other
Mobikon,Restaurant Customer Engagement Platform,,Pune,Jungle Ventures,Private Equity,2300000.0,2015-07-15,early_2015_2019,2015,Other
Roadrunnr,Hyper Local Logistics Platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015-07-15,early_2015_2019,2015,Other
Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015-07-16,early_2015_2019,2015,Other
QuikWallet,F&B Sector Mobile Payment Platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015-07-17,early_2015_2019,2015,Other
Omnikart,Industrial Supplies B2B Ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015-07-17,early_2015_2019,2015,Other
Zo Rooms,Online Budget Hotel Chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015-07-20,early_2015_2019,2015,Other
Innoviti,Payment Solutions Platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015-07-20,early_2015_2019,2015,Other
Joy by nature,Organic Food Ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015-07-21,early_2015_2019,2015,Other
Iqlect,Big Data & Analytics Platform,,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,2015-07-22,early_2015_2019,2015,Other
deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015-07-22,early_2015_2019,2015,Other
Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,2015-07-23,early_2015_2019,2015,Other
Mswipe,Mobile Point Of Sale Payment Solution,,Nan,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015-07-23,early_2015_2019,2015,Other
Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,2015-07-23,early_2015_2019,2015,Other
MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,20000000.0,2015-07-23,early_2015_2019,2015,Other
